Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
CR-V AWD,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),45952,3977.678571428572,29.0,0.0,0.0,31.7289,0.0,0.0,0.0,26.8552,35.0,45.7,0.0,60000.0,6258201.274095562,7826401.274095562,53636721.754173376,61463123.02826894
Telluride AWD,Kia,2023,ICE,6.0,3.8,Automatic (S8),45955,4700.0,21.0,0.0,0.0,23.9799,0.0,0.0,0.0,18.3863,23.0648,33.6141,0.0,60000.0,7394651.29221976,8962851.292219762,73811500.65368979,82774351.94590954
CX-9 4WD,Mazda,2023,ICE,4.0,2.5,Automatic (S6),45956,4750.0,23.0,0.0,0.0,26.0827,0.0,0.0,0.0,20.2959,25.6773,36.8293,0.0,60000.0,7473317.795328483,9041517.795328483,67474095.60349323,76515613.39882171
QX80 2WD,Infiniti,2023,ICE,8.0,5.6,Automatic (S7),45959,6166.666666666667,16.0,0.0,0.0,19.7602,0.0,0.0,0.0,14.010799999999998,17.2422,27.9876,0.0,60000.0,9702202.050075572,11270402.050075572,92249622.51724659,103520024.56732216
QX80 4WD,Infiniti,2023,ICE,8.0,5.6,Automatic (S7),45960,6166.666666666667,15.0,0.0,0.0,19.4757,0.0,0.0,0.0,13.0,16.7,27.3,0.0,60000.0,9702202.050075572,11270402.050075572,95654807.02841234,106925209.07848792
718 Boxster,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,45966,3625.0,22.0,0.0,0.0,24.6935,0.0,0.0,0.0,19.6583,24.8,34.7,0.0,60000.0,5703321.475382263,7271521.475382263,70635991.44984363,77907512.9252259
718 Boxster GTS,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45967,3625.0,19.0,0.0,0.0,23.5087,0.0,0.0,0.0,16.8538,21.0,32.9,0.0,60000.0,5703321.475382263,7271521.475382263,77225328.36729266,84496849.84267493
718 Boxster GTS,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45968,3625.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.1468,24.100000000000005,33.8,0.0,60000.0,5703321.475382263,7271521.475382263,72429428.51297244,79700949.98835471
718 Spyder,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45969,3625.0,19.0,0.0,0.0,23.1778,0.0,0.0,0.0,16.8538,21.0,32.4,0.0,60000.0,5703321.475382263,7271521.475382263,77916584.6940783,85188106.16946056
718 Spyder,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45970,3625.0,20.0,0.0,0.0,23.7068,0.0,0.0,0.0,18.117,22.7,33.2,0.0,60000.0,5703321.475382263,7271521.475382263,74756776.219021,82028297.69440328
718 Cayman GTS,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45971,3625.0,19.0,0.0,0.0,23.5087,0.0,0.0,0.0,16.8538,21.0,32.9,0.0,60000.0,5703321.475382263,7271521.475382263,77225328.36729266,84496849.84267493
718 Cayman GTS,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45972,3625.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.1468,24.100000000000005,33.8,0.0,60000.0,5703321.475382263,7271521.475382263,72429428.51297244,79700949.98835471
718 Cayman GT4,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45973,3625.0,19.0,0.0,0.0,22.8462,0.0,0.0,0.0,16.8538,21.0,31.899999999999995,0.0,60000.0,5703321.475382263,7271521.475382263,78621830.08910343,85893351.5644857
718 Cayman GT4,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45974,3625.0,20.0,0.0,0.0,23.7068,0.0,0.0,0.0,18.117,22.7,33.2,0.0,60000.0,5703321.475382263,7271521.475382263,74756776.219021,82028297.69440328
Passport AWD,Honda,2023,ICE,6.0,3.5,Automatic (S9),45978,4500.0,21.0,0.0,0.0,24.4967,0.0,0.0,0.0,19.3663,24.4,34.4,0.0,60000.0,7079985.279784877,8648185.279784877,71398890.0316477,80047075.31143257
Urus S,Lamborghini,2023,ICE,8.0,4.0,Automatic (S8),45980,5500.0,16.0,0.0,0.0,18.8752,0.0,0.0,0.0,14.1316,17.4,26.0,0.0,60000.0,8653315.341959294,10221515.341959292,94632324.56701022,104853839.90896952
e-tron quattro,Audi,2023,EV,,,Automatic (A2),45984,6000.0,79.0,0.0,42.8872,79.0402,0.0,0.0,226.0,78.2253,105.6,106.7,1292869.6119645447,4722343.962012011,8943684.262956602,15914897.836933162,33850253.395724066,49765151.232657224
e-tron Sportback quattro,Audi,2023,EV,,,Automatic (A2),45987,6000.0,78.0,0.0,43.1722,79.855,0.0,0.0,225.0,76.6697,103.5,107.8,1274015.5335921359,4654352.420061134,8943684.262956602,15828052.21660987,33958975.99503951,49787028.21164937
i4 M50 Gran Coupe (19 inch wheels),BMW,2023,EV,,,Automatic (A1),45990,5125.0,96.0,0.0,35.2249,97.8969,0.0,0.0,271.0,93.9483,126.1,131.4,1251683.912264842,4573820.1692496715,7639396.974608765,14420901.056123277,27706168.4362482,42127069.49237148
i4 M50 Gran Coupe (20 inch wheels),BMW,2023,EV,,,Automatic (A1),45991,5125.0,80.0,0.0,42.3096,80.2397,0.0,0.0,227.0,79.1967,106.3,107.7,1279177.700965981,4672968.218331595,7639396.974608765,14547542.893906338,33384807.027639095,47932349.92154543
i4 eDrive40 Gran Coupe (18 inch wheels),BMW,2023,EV,,,Automatic (A1),45992,5125.0,109.0,0.0,33.9144,108.4033,0.0,0.0,301.0,109.4538,156.3,154.8,1255504.609625353,4587598.360882146,7639396.974608765,14438499.945116265,24460093.406948227,38898593.35206449
i7 xDrive60 Sedan (19 inch wheels),BMW,2023,EV,,,Automatic (A1),45993,6000.0,89.0,0.0,37.7519,91.64730000000002,0.0,0.0,318.0,87.4328,122.40000000000002,128.3,1568923.4861779888,5717848.92377947,8943684.262956602,17186456.67291406,29672364.848963473,46858821.521877535
i7 xDrive60 Sedan (20 inch wheels),BMW,2023,EV,,,Automatic (A1),45994,6000.0,83.0,0.0,40.6332,85.3612,0.0,0.0,296.0,81.0753,113.5,119.5,1567925.8434230075,5714251.226353614,8943684.262956602,17181861.33273322,31919411.5590892,49101272.89182242
i7 xDrive60 Sedan (21 inch wheels),BMW,2023,EV,,,Automatic (A1),45995,6000.0,87.0,0.0,38.7578,89.0043,0.0,0.0,308.0,85.3612,119.5,124.59999999999998,1564710.6794705428,5702656.708157866,8943684.262956602,17167051.650585018,30482694.867890377,47649746.5184754
iX xDrive50 (20 inch wheels),BMW,2023,EV,,,Automatic (A1),45996,6000.0,86.0,0.0,38.9911,86.6048,0.0,0.0,324.0,86.3105,117.3,117.7,1691598.791595847,6160240.379352343,8943684.262956602,17751523.433904797,30797327.461521726,48548850.89542653
iX xDrive50 (21 inch wheels),BMW,2023,EV,,,Automatic (A1),45997,6000.0,83.0,0.0,40.6757,83.5144,0.0,0.0,305.0,82.3371,111.9,113.5,1651325.902155796,6015008.361230822,8943684.262956602,17566018.52634322,32091704.483743522,49657723.010086745
iX xDrive50 (22 inch wheels),BMW,2023,EV,,,Automatic (A1),45998,6000.0,86.0,0.0,39.2692,85.4275,0.0,0.0,315.0,86.1634,117.1,116.1,1667274.7605747567,6072523.104452015,8943684.262956602,17639482.127983376,31053632.327573586,48693114.45555696
Electrified G80,Genesis,2023,EV,,,Automatic (A1),45999,4666.666666666667,97.0,0.0,33.5099,92.47,0.0,0.0,282.0,108.36,154.8,132.1,1378931.1100378502,5032698.7744312445,6956198.871188469,14323828.755657563,26732627.735026725,41056456.490684286
Kona Electric,Hyundai,2023,EV,,,Automatic (A1),46000,3677.777777777778,120.0,0.0,27.480100000000004,108.84999999999998,0.0,0.0,258.0,136.85,195.5,155.5,1071730.503434084,3924872.5249232813,5482147.205627102,11434750.233984467,21927688.277292963,33362438.51127743
I-Pace EV400 (20 inch tires),Jaguar,2023,EV,,,Automatic (A1),46001,5250.0,85.0,0.0,39.4505,81.6706,0.0,0.0,246.0,88.7855,117.3,107.9,1361957.890300794,4971489.981352165,7825723.730087028,15115171.601739988,31377935.844646025,46493107.44638601
I-Pace EV400 (22 inch tires),Jaguar,2023,EV,,,Automatic (A1),46002,5250.0,76.0,0.0,44.6407,72.08,0.0,0.0,217.0,78.5551,110.4,101.3,1361254.3324944507,4968952.812514741,7825723.730087028,15111930.87509622,35511174.50820071,50623105.38329694
EV6 AWD GT,Kia,2023,EV,,,Automatic (A1),46003,4700.0,79.0,0.0,42.4438,73.78,0.0,0.0,206.0,84.7,121.0,105.4,1262475.2959013286,4612736.0366145745,7005886.005982672,13837097.338498576,33841433.16234058,47678530.50083916
EV6 Long Range AWD (19 inch tires),Kia,2023,EV,,,Automatic (A1),46004,4700.0,109.0,0.0,31.059500000000003,97.51,0.0,0.0,282.0,119.56,170.8,139.3,1307658.288844221,4775674.860749228,7005886.005982672,14045219.155576121,24788753.322106715,38833972.47768284
EV6 Long Range AWD (20 inch tires),Kia,2023,EV,,,Automatic (A1),46005,4700.0,96.0,0.0,34.2496,88.48,0.0,0.0,252.0,108.36,154.8,126.4,1287803.929556962,4704076.107645339,7005886.005982672,13953766.043184973,27334774.50862429,41288540.551809266
EV6 Long Range RWD,Kia,2023,EV,,,Automatic (A1),46006,4700.0,117.0,0.0,28.0361,103.73999999999998,0.0,0.0,310.0,138.18,197.4,148.2,1351169.300809717,4932584.190229178,7005886.005982672,14245639.497021567,22334471.739522886,36580111.23654445
EV6 Standard Range RWD,Kia,2023,EV,,,Automatic (A1),46007,4700.0,117.0,0.0,28.3108,101.92,0.0,0.0,232.0,138.04,197.2,145.6,1029254.7715384617,3771696.620483333,7005886.005982672,12762837.398004465,22535564.0096572,35298401.40766166
Niro Electric,Kia,2023,EV,,,Automatic (A1),46008,3706.439393939394,113.0,0.0,29.2513,102.62,0.0,0.0,253.0,128.1,183.0,146.6,1114763.729836289,4080058.8650038927,5524870.613196362,11675693.208036544,23343072.25494127,35018765.46297781
EQS 450 4Matic,Mercedes-Benz,2023,EV,,,Automatic (A1),46009,6300.0,103.0,0.0,31.0304,111.0732,0.0,0.0,340.0,106.69070000000002,141.2,147.0,1384088.7930121757,5051298.401068597,9390868.476104436,16782255.67018521,24409637.95523765,41191893.62542286
EQS 450 4Matic (SUV),Mercedes-Benz,2023,EV,,,Automatic (A1),46010,6300.0,78.0,0.0,42.6052,77.7455,0.0,0.0,285.0,80.2627,111.6,108.1,1657539.6203124297,6037416.259955584,9390868.476104436,18041824.35637245,33762387.97008186,51804212.32645431
EQS 450 Plus (SUV),Mercedes-Benz,2023,EV,,,Automatic (A1),46011,6300.0,85.0,0.0,39.1151,84.0427,0.0,0.0,305.0,87.99,122.6,117.1,1640945.518444791,5977574.641023856,9390868.476104436,17965388.63557308,31031801.894152325,48997190.5297254
EQS 580 4Matic (SUV),Mercedes-Benz,2023,EV,,,Automatic (A1),46012,6300.0,77.0,0.0,42.0553,77.2313,0.0,0.0,285.0,82.6965,115.0,107.4,1668575.3904310819,6077213.433392638,9390868.476104436,18092657.299928155,33418199.945153285,51510857.24508144
ARIYA ENGAGE FWD 63kWh,Nissan,2023,EV,,,Automatic (A1),46013,4833.333333333333,101.0,0.0,33.2574,93.66,0.0,0.0,216.0,108.64,155.2,133.8,1042782.9384753365,3820481.8706365856,7204634.545159485,13023899.354271408,26524812.912991203,39548712.26726261
ARIYA EVO Plus/EMP Plus/PRM FWD 87kWh,Nissan,2023,EV,,,Automatic (A1),46014,4833.333333333333,98.0,0.0,34.3726,90.79,0.0,0.0,289.0,104.93,149.9,129.7,1439309.3471241328,5250434.659404523,7204634.545159485,14850378.551688142,27411585.24468858,42261963.79637672
ARIYA VENTURE Plus FWD 87kWh,Nissan,2023,EV,,,Automatic (A1),46015,4833.333333333333,103.0,0.0,32.7108,94.78000000000002,0.0,0.0,304.0,110.95,158.5,135.4,1450277.797577548,5289989.064791467,7204634.545159485,14900901.4075285,26094543.133237273,40995444.54076577
LEAF,Nissan,2023,EV,,,Automatic (A1),46016,4062.5,111.0,0.0,30.4264,98.84,0.0,0.0,149.0,122.92,175.6,141.2,681628.672818697,2518088.037370983,6055619.553043533,10211336.263233215,24281681.874587238,34493018.13782045
LEAF SV,Nissan,2023,EV,,,Automatic (A1),46017,4062.5,109.0,0.0,30.7824,98.07,0.0,0.0,212.0,121.03,172.9,140.1,977448.7707066381,3584873.9177614236,6055619.553043533,11573942.241511596,24567053.571679767,36140995.81319136
Taycan 4 Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46018,5431.818181818182,80.0,0.0,42.0106,80.5,0.0,0.0,235.0,80.01,114.3,115.0,1319976.8089565216,4820097.884799764,8096744.465328137,15192819.15908442,33173073.340980317,48365892.50006474
Taycan 4S Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46019,5431.818181818182,78.0,0.0,42.7868,78.89,0.0,0.0,230.0,78.68,112.4,112.7,1318257.3428571427,4813897.149387519,8096744.465328137,15184898.957572801,33797840.50202397,48982739.459596775
Taycan 4S Perf Battery Plus,Porsche,2023,EV,,,Automatic (A2),46020,5431.818181818182,80.0,0.0,42.2815,80.57,0.0,0.0,235.0,79.03,112.9,115.1,1318830.0002606434,4815962.265438514,8096744.465328137,15187536.731027296,33340232.37323923,48527769.104266524
Taycan 4S Performance Battery,Porsche,2023,EV,,,Automatic (A2),46021,5431.818181818182,82.0,0.0,40.4962,83.23,0.0,0.0,206.0,83.23,118.9,118.9,1119132.8527165686,4095814.7877138443,8096744.465328137,14267692.105758552,31997089.286041442,46264781.391799994
Taycan GTS,Porsche,2023,EV,,,Automatic (A2),46022,5431.818181818182,83.0,0.0,40.6946,82.25,0.0,0.0,246.0,83.3,119.0,117.5,1352363.7456000005,4936891.5947844405,8096744.465328137,15341999.80571258,32193390.447305508,47535390.25301809
Taycan GTS Sport Turismo,Porsche,2023,EV,,,Automatic (A2),46023,5431.818181818182,80.0,0.0,42.0951,79.8,0.0,0.0,233.0,80.29,114.7,114.0,1320223.1652105264,4820986.294259414,8096744.465328137,15193953.924798077,33280443.65227948,48474397.57707756
Taycan Perf Battery Plus,Porsche,2023,EV,,,Automatic (A2),46024,5431.818181818182,82.0,0.0,41.1859,87.64,0.0,0.0,242.0,77.63,110.9,125.2,1248553.9593929714,4562532.939092429,8096744.465328137,14863831.363813536,32033460.330150533,46897291.69396407
Taycan Performance Battery,Porsche,2023,EV,,,Automatic (A2),46025,5431.818181818182,83.0,0.0,40.6731,87.78,0.0,0.0,208.0,79.24,113.2,125.4,1071425.7446889956,3923773.5045101754,8096744.465328137,14047943.714527307,31727578.317991227,45775522.032518536
Taycan Turbo,Porsche,2023,EV,,,Automatic (A2),46026,5431.818181818182,81.0,0.0,41.8137,79.73,0.0,0.0,238.0,81.34,116.2,113.9,1349738.1152238806,4927423.051462445,8096744.465328137,15329905.632014463,33100917.18023516,48430822.81224962
Taycan Turbo Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46027,5431.818181818182,79.0,0.0,41.631,79.52,0.0,0.0,233.0,82.18,117.4,113.6,1324871.8383274649,4837750.330506805,8096744.465328137,15215366.634162407,32993269.587289292,48208636.2214517
Taycan Turbo S,Porsche,2023,EV,,,Automatic (A2),46028,5431.818181818182,75.0,0.0,44.5214,74.34,0.0,0.0,222.0,76.86,109.8,106.2,1350282.8037288138,4929387.306124053,8096744.465328137,15332414.575181002,35285233.87229019,50617648.44747119
Taycan Turbo S Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46029,5431.818181818182,75.0,0.0,44.5214,74.34,0.0,0.0,222.0,76.86,109.8,106.2,1350282.8037288138,4929387.306124053,8096744.465328137,15332414.575181002,35285233.87229019,50617648.44747119
Solterra AWD,Subaru,2023,EV,,,Automatic (A1),46030,4750.0,104.0,0.0,30.933900000000005,98.42,0.0,0.0,228.0,119.42,170.6,140.6,1047480.158918919,3837420.9781619753,7080416.708173977,12921317.845254872,24688214.90013192,37609532.745386794
Solterra Limited/Touring AWD,Subaru,2023,EV,,,Automatic (A1),46031,4750.0,102.0,0.0,32.1274,95.27,0.0,0.0,222.0,114.38,163.4,136.1,1053637.2796179282,3859624.775241547,7080416.708173977,12949678.763033453,25639073.465042487,38588752.22807594
ID.4,Volkswagen,2023,EV,,,Automatic (A1),46032,5000.0,107.0,0.0,31.476700000000005,98.63,0.0,0.0,209.0,115.15000000000002,164.5,140.9,958145.7379843862,3515263.357478893,7453070.219130502,12882479.314593779,25108592.37137228,37991071.68596606
ID.4 AWD Pro,Volkswagen,2023,EV,,,Automatic (A1),46033,5000.0,99.0,0.0,34.1754,92.54,0.0,0.0,255.0,104.23,148.9,132.2,1245962.5944780635,4553187.963812183,7453070.219130502,14208220.777420748,27230103.540137626,41438324.31755838
ID.4 AWD Pro S,Volkswagen,2023,EV,,,Automatic (A1),46034,5000.0,99.0,0.0,34.1754,92.54,0.0,0.0,255.0,104.23,148.9,132.2,1245962.5944780635,4553187.963812183,7453070.219130502,14208220.777420748,27230103.540137626,41438324.31755838
ID.4 Pro,Volkswagen,2023,EV,,,Automatic (A1),46035,5000.0,107.0,0.0,31.531500000000005,98.28000000000002,0.0,0.0,275.0,115.15000000000002,164.5,140.4,1265207.8130341875,4622590.034757609,7453070.219130502,14296868.066922298,25154245.866708506,39451113.9336308
ID.4 Pro S,Volkswagen,2023,EV,,,Automatic (A1),46036,5000.0,107.0,0.0,31.531500000000005,98.28000000000002,0.0,0.0,275.0,115.15000000000002,164.5,140.4,1265207.8130341875,4622590.034757609,7453070.219130502,14296868.066922298,25154245.866708506,39451113.9336308
ID.4 S,Volkswagen,2023,EV,,,Automatic (A1),46037,5000.0,107.0,0.0,31.476700000000005,98.63,0.0,0.0,209.0,115.15000000000002,164.5,140.9,958145.7379843862,3515263.357478893,7453070.219130502,12882479.314593779,25108592.37137228,37991071.68596606
LC 500 Convertible,Lexus,2023,ICE,8.0,5.0,Automatic (S10),46039,4750.0,18.0,0.0,0.0,24.8261,0.0,0.0,0.0,14.7421,18.2,34.9023,0.0,60000.0,7473317.795328483,9041517.795328483,78084413.18395333,87125930.97928181
RC 300 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),46040,4125.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7,0.0,60000.0,6489986.5064694695,8058186.5064694695,69033481.15120585,77091667.65767533
RC 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),46041,4125.0,23.0,0.0,0.0,27.8704,0.0,0.0,0.0,20.0221,25.3,39.6,0.0,60000.0,6489986.5064694695,8058186.5064694695,65089847.77924344,73148034.28571291
RC 350 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),46042,4125.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7,0.0,60000.0,6489986.5064694695,8058186.5064694695,69033481.15120585,77091667.65767533
RC 300,Lexus,2023,ICE,4.0,2.0,Automatic (S8),46043,4125.0,25.0,0.0,0.0,31.1035,0.0,0.0,0.0,21.3224,27.1,44.7,0.0,60000.0,6489986.5064694695,8058186.5064694695,59328878.1123365,67387064.61880597
LC 500,Lexus,2023,ICE,8.0,5.0,Automatic (S10),46044,4750.0,19.0,0.0,0.0,24.5689,0.0,0.0,0.0,15.5764,19.3,34.51,0.0,60000.0,7473317.795328483,9041517.795328483,77194170.72424963,86235688.51957811
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),46051,3367.5925925925926,36.0,0.0,0.0,41.6035,0.0,0.0,0.0,32.8942,44.0943,62.1,0.0,60000.0,5298334.663081811,6866534.663081811,42038710.2697767,48905244.93285851
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Automatic (AV-S7),46052,3367.5925925925926,34.0,0.0,0.0,38.3105,0.0,0.0,0.0,31.0089,41.2,56.5,0.0,60000.0,5298334.663081811,6866534.663081811,45230833.71258863,52097368.37567044
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Manual 6-spd,46053,3367.5925925925926,31.0,0.0,0.0,37.0,0.0,0.0,0.0,27.4002,35.8,56.29999999999999,0.0,60000.0,5298334.663081811,6866534.663081811,48475998.6891101,55342533.35219191
Civic 4Dr,Honda,2023,ICE,4.0,2.0,Automatic (AV-S7),46054,3367.5925925925926,33.0,0.0,0.0,37.4747,0.0,0.0,0.0,30.2174,40.0,55.1,0.0,60000.0,5298334.663081811,6866534.663081811,46309565.795933604,53176100.459015414
RDX FWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46062,4218.75,24.0,0.0,0.0,28.2546,0.0,0.0,0.0,22.2521,28.4,40.2,0.0,60000.0,6637486.199798322,8205686.199798322,61995482.02348213,70201168.22328044
RDX FWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46063,4218.75,24.0,0.0,0.0,26.8377,0.0,0.0,0.0,21.5376,27.4,39.8,0.0,60000.0,6637486.199798322,8205686.199798322,64786420.94283831,72992107.14263663
CR-V Hybrid FWD,Honda,2023,HEV,4.0,2.0,Automatic (variable gear ratios),46064,3977.678571428572,40.0,0.0,0.0,36.0,0.0,0.0,0.0,43.2731,61.0,54.7478,0.0,60000.0,5582554.102374019,7150754.102374019,40338253.64796763,47489007.75034165
Sorento FWD,Kia,2023,ICE,4.0,2.5,Automatic (S8),46065,4420.833333333333,26.0,0.0,0.0,29.1395,0.0,0.0,0.0,24.1573,31.0983,44.9,0.0,60000.0,6955429.9831960695,8523629.983196069,58897645.1723598,67421275.15555587
Sorento FWD,Kia,2023,ICE,4.0,2.5,Automatic (AM-S8),46066,4420.833333333333,25.0,0.0,0.0,28.5984,0.0,0.0,0.0,22.441,28.6654,40.7383,0.0,60000.0,6955429.9831960695,8523629.983196069,61337555.178439155,69861185.16163522
RAV4,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46067,4003.472222222223,30.0,0.0,0.0,34.8146,0.0,0.0,0.0,26.7869,34.9,50.70000000000001,0.0,60000.0,6298783.200302442,7866983.200302442,50772166.7123099,58639149.91261234
RDX AWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46069,4218.75,23.0,0.0,0.0,27.4851,0.0,0.0,0.0,21.3942,27.2,39.0,0.0,60000.0,6637486.199798322,8205686.199798322,64023097.134499624,72228783.33429794
RDX AWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46070,4218.75,23.0,0.0,0.0,25.8195,0.0,0.0,0.0,20.8483,26.4413,38.3945,0.0,60000.0,6637486.199798322,8205686.199798322,67177045.99096107,75382732.19075939
CR-V Hybrid AWD,Honda,2023,HEV,4.0,2.0,Automatic (variable gear ratios),46071,3977.678571428572,37.0,0.0,0.0,34.0802,0.0,0.0,0.0,40.3712,56.1,49.5,0.0,60000.0,5582554.102374019,7150754.102374019,42919280.488416106,50070034.59079012
Sorento AWD,Kia,2023,ICE,4.0,2.5,Automatic (S8),46072,4420.833333333333,24.0,0.0,0.0,25.4439,0.0,0.0,0.0,23.3858,30.0,40.8,0.0,60000.0,6955429.9831960695,8523629.983196069,64614398.830561765,73138028.81375784
Sorento AWD,Kia,2023,ICE,4.0,2.5,Automatic (AM-S8),46073,4420.833333333333,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.6093,27.5,38.3,0.0,60000.0,6955429.9831960695,8523629.983196069,64416428.91371382,72940058.8969099
RAV4 AWD,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46074,4003.472222222223,28.0,0.0,0.0,32.9713,0.0,0.0,0.0,24.7171,31.899999999999995,47.70000000000001,0.0,60000.0,6298783.200302442,7866983.200302442,54147891.89972557,62014875.100028016
RAV4 AWD TRD OFFROAD,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46076,4003.472222222223,28.0,0.0,0.0,31.7289,0.0,0.0,0.0,24.8563,32.1,45.70000000000001,0.0,60000.0,6298783.200302442,7866983.200302442,55321528.00840054,63188511.20870298
RAV4 AWD LE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46077,4003.472222222223,30.0,0.0,0.0,33.9509,0.0,0.0,0.0,27.1257,35.3965,49.2893,0.0,60000.0,6298783.200302442,7866983.200302442,51302544.46630717,59169527.666609615
RAV4 Hybrid AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46078,4003.472222222223,40.0,0.0,0.0,38.2156,0.0,0.0,0.0,41.0,57.6,53.70000000000001,0.0,60000.0,5618754.727554645,7186954.727554645,40138256.810860686,47325211.53841533
Venza AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46079,4250.0,39.0,0.0,0.0,37.0298,0.0,0.0,0.0,40.047,54.4603,51.9846,0.0,60000.0,5964749.164377178,7532949.164377178,41268599.13398983,48801548.29836701
RAV4 Hybrid AWD Woodland Edition,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46080,4003.472222222223,37.0,0.0,0.0,34.6706,0.0,0.0,0.0,38.2528,52.29999999999999,49.1,0.0,60000.0,5618754.727554645,7186954.727554645,43662814.58958691,50849769.31714156
Z4 sDrive30i,BMW,2023,ICE,4.0,2.0,Automatic (S8),46081,3875.0,28.0,0.0,0.0,32.9095,0.0,0.0,0.0,24.9954,32.3,47.6,0.0,60000.0,6096653.990925865,7664853.990925865,53979543.177416086,61644397.16834195
Z4 M40i,BMW,2023,ICE,6.0,3.0,Automatic (S8),46082,3875.0,26.0,0.0,0.0,31.354,0.0,0.0,0.0,22.6786,29.0,45.1,0.0,60000.0,6096653.990925865,7664853.990925865,57712056.83628493,65376910.82721079
718 Cayman,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,46087,3625.0,22.0,0.0,0.0,24.6935,0.0,0.0,0.0,19.6583,24.8,34.7,0.0,60000.0,5703321.475382263,7271521.475382263,70635991.44984363,77907512.9252259
LC 500h,Lexus,2023,HEV,6.0,3.5,Automatic (AV-S10),46122,4750.0,29.0,0.0,0.0,33.3344,0.0,0.0,0.0,26.2454,35.7,45.5,0.0,60000.0,6666484.360186258,8234684.360186258,52553795.32151132,60788479.68169758
TLX AWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46124,4250.0,24.0,0.0,0.0,29.2741,0.0,0.0,0.0,20.9627,26.600000000000005,41.8,0.0,60000.0,6686652.7642412735,8254852.7642412735,62042839.40178514,70297692.16602641
TLX FWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46125,4250.0,25.0,0.0,0.0,30.7269,0.0,0.0,0.0,21.9668,28.0,44.1,0.0,60000.0,6686652.7642412735,8254852.7642412735,59145364.049945384,67400216.81418666
TLX AWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46126,4250.0,24.0,0.0,0.0,29.0199,0.0,0.0,0.0,20.8906,26.5,41.4,0.0,60000.0,6686652.7642412735,8254852.7642412735,62464230.04122552,70719082.8054668
TLX FWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46127,4250.0,25.0,0.0,0.0,30.034,0.0,0.0,0.0,21.752400000000005,27.7,43.0,0.0,60000.0,6686652.7642412735,8254852.7642412735,60219072.439263955,68473925.20350523
TLX Type-S,Acura,2023,ICE,6.0,3.0,Automatic (S10),46128,4250.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.8,37.1,0.0,60000.0,6686652.7642412735,8254852.7642412735,71040358.7443946,79295211.50863588
TLX Type-S Perf Tire,Acura,2023,ICE,6.0,3.0,Automatic (S10),46129,4250.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,19.0736,24.0,35.2,0.0,60000.0,6686652.7642412735,8254852.7642412735,72726037.40878259,80980890.17302386
